社員番号,研修実施日,研修カテゴリ,研修名
HqiEZ9Agi6jDw3HLPPQs4g==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】ディスラプター事例
HqiEZ9Agi6jDw3HLPPQs4g==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】ディスラプター基礎
HqiEZ9Agi6jDw3HLPPQs4g==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例① インフルエンサーマーケティング
HqiEZ9Agi6jDw3HLPPQs4g==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例① インフルエンサーマーケティング
HqiEZ9Agi6jDw3HLPPQs4g==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF事例②
HqiEZ9Agi6jDw3HLPPQs4g==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例①
Hqy_PR0fwPJH4VxM9j4xNg==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例②
Hqy_PR0fwPJH4VxM9j4xNg==,2024-07-25 00:00:00,デジタルマーケティング_基礎,【MB03】SNSマーケティング基礎①
I1wgmngzIWsq_2dtj4-pcw==,2022-04-18 09:19:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
I1wgmngzIWsq_2dtj4-pcw==,2022-04-18 10:10:08,リテラシー_DX基礎,【DX基礎研修】DX概論
I1wgmngzIWsq_2dtj4-pcw==,2023-09-27 00:00:00,データ利活用_実践,データ連携を知る
I1wgmngzIWsq_2dtj4-pcw==,2023-12-11 00:00:00,DX講演会,IT３社講演会「生成AI」　
I1wgmngzIWsq_2dtj4-pcw==,2024-11-29 00:00:00,DX講演会,【LB00-02】DX講演会 教育に生成AI 1129
I4XhZZznK16KaleJGO6vTQ==,2024-11-29 00:00:00,DX講演会,【LB00-02】DX講演会 教育に生成AI 1129
I4XhZZznK16KaleJGO6vTQ==,2024-12-09 00:00:00,DX勉強会 ,【LB00-03】DX勉強会 1209
I6uvTbs_Yy1N9wTTj2vUIw==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
I6uvTbs_Yy1N9wTTj2vUIw==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF事例②
I6uvTbs_Yy1N9wTTj2vUIw==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例③
I76ewZOczzRKD-jXAMMXDQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF基礎
I76ewZOczzRKD-jXAMMXDQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】DX概論
I76ewZOczzRKD-jXAMMXDQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
I76ewZOczzRKD-jXAMMXDQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】コンプライアンス・セキュリティ
I76ewZOczzRKD-jXAMMXDQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】ディスラプター事例
I76ewZOczzRKD-jXAMMXDQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】ディスラプター基礎
I76ewZOczzRKD-jXAMMXDQ==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例①
I76ewZOczzRKD-jXAMMXDQ==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例②
I76ewZOczzRKD-jXAMMXDQ==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例③
I76ewZOczzRKD-jXAMMXDQ==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり概論 UX概論 UIUX実践例・工夫例
I76ewZOczzRKD-jXAMMXDQ==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF事例① コアとなっている技術や思想とサービス紹介
I76ewZOczzRKD-jXAMMXDQ==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例① インフルエンサーマーケティング
I76ewZOczzRKD-jXAMMXDQ==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例① インフルエンサーマーケティング
I76ewZOczzRKD-jXAMMXDQ==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例② CDP
I76ewZOczzRKD-jXAMMXDQ==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF事例②
I76ewZOczzRKD-jXAMMXDQ==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例①
I76ewZOczzRKD-jXAMMXDQ==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例②
I76ewZOczzRKD-jXAMMXDQ==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例③
I76ewZOczzRKD-jXAMMXDQ==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例④
I81dbry2OTLdACNo2DaULQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF基礎
I81dbry2OTLdACNo2DaULQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】DX概論
I81dbry2OTLdACNo2DaULQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
I81dbry2OTLdACNo2DaULQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】コンプライアンス・セキュリティ
I81dbry2OTLdACNo2DaULQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】ディスラプター事例
I81dbry2OTLdACNo2DaULQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】ディスラプター基礎
I81dbry2OTLdACNo2DaULQ==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例①
I81dbry2OTLdACNo2DaULQ==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例②
I81dbry2OTLdACNo2DaULQ==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例③
I81dbry2OTLdACNo2DaULQ==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり概論 UX概論 UIUX実践例・工夫例
I81dbry2OTLdACNo2DaULQ==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF事例① コアとなっている技術や思想とサービス紹介
I81dbry2OTLdACNo2DaULQ==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例① インフルエンサーマーケティング
I81dbry2OTLdACNo2DaULQ==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例① インフルエンサーマーケティング
I81dbry2OTLdACNo2DaULQ==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例② CDP
I81dbry2OTLdACNo2DaULQ==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF事例②
I81dbry2OTLdACNo2DaULQ==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例①
I81dbry2OTLdACNo2DaULQ==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例②
I81dbry2OTLdACNo2DaULQ==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例③
I81dbry2OTLdACNo2DaULQ==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例④
IGeVYB8GBKwSsqXnxkX0fw==,2022-07-25 00:00:00,データ利活用_実践,概要【Power BIでラクラク可視化】データ分析入門
IGeVYB8GBKwSsqXnxkX0fw==,2022-08-08 00:00:00,データ利活用_実践,応用【Power BIでラクラク可視化】データ分析入門
IMcezYx6XHDvysQMaGOPtg==,2022-08-25 00:00:00,プロダクト開発_基礎,UX基礎〈8月）
IMcezYx6XHDvysQMaGOPtg==,2023-03-09 00:00:00,DX講演会,アフターデジタル時代のUX経営
IMcezYx6XHDvysQMaGOPtg==,2023-08-23 00:00:00,データ利活用_実践,事業データと活用研修
IMcezYx6XHDvysQMaGOPtg==,2024-06-04 00:00:00,デジタルマーケティング_基礎,【MB04-1】 インサイトフル導入
IMcezYx6XHDvysQMaGOPtg==,2024-07-11 00:00:00,データ利活用_実践,【DP05】効果検証研修
IMcezYx6XHDvysQMaGOPtg==,2024-08-27 00:00:00,プロダクト開発_基礎,0827-28【PB06】アプリ開発基礎①　
IQusxQJad3gwYt4cfXQR4Q==,2023-01-26 00:00:00,DX講演会,コミュニケーション学 「ツッコミ講座」
IQusxQJad3gwYt4cfXQR4Q==,2024-04-15 00:00:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
IV6laIaUPCkUQWMqzZZM4Q==,2022-12-06 00:00:00,デジタルマーケティング_基礎,UGC×SNSを活用したマーケティング研修〈12月）
IV6laIaUPCkUQWMqzZZM4Q==,2023-09-28 00:00:00,DX講演会,先生DX講演会
IY8iisloQZDu3ZbJ38RugQ==,2022-04-18 09:19:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
IY8iisloQZDu3ZbJ38RugQ==,2022-04-18 10:10:08,リテラシー_DX基礎,【DX基礎研修】DX概論
IY8iisloQZDu3ZbJ38RugQ==,2022-04-18 12:49:54,リテラシー_DX基礎,【DX基礎研修】ディスラプター①
IY8iisloQZDu3ZbJ38RugQ==,2022-04-18 14:21:45,リテラシー_DX基礎,【DX基礎研修】ディスラプター②
IY8iisloQZDu3ZbJ38RugQ==,2023-01-26 00:00:00,DX講演会,コミュニケーション学 「ツッコミ講座」
IY8iisloQZDu3ZbJ38RugQ==,2023-06-01 00:00:00,デジタルマーケティング_基礎,インサイトフル導入研修
IY8iisloQZDu3ZbJ38RugQ==,2023-06-27 00:00:00,デジタルマーケティング_基礎,デジタルマーケティング基礎研修
IY8iisloQZDu3ZbJ38RugQ==,2023-09-05 00:00:00,プロダクト開発_基礎,Webサイト基礎②
I_NJ9HWajIymk5KzdshGIQ==,2023-09-01 00:00:00,データ利活用_実践,データと活用研修
I_NJ9HWajIymk5KzdshGIQ==,2023-09-25 00:00:00,プロダクト開発_基礎,UX基礎②
I_NJ9HWajIymk5KzdshGIQ==,2023-09-29 00:00:00,データ利活用_実践,テキストマイニング演習
I_NJ9HWajIymk5KzdshGIQ==,2024-09-25 00:00:00,DX講演会,【LB00-1】講演会AI0925
I_NJ9HWajIymk5KzdshGIQ==,2024-11-29 00:00:00,DX講演会,【LB00-02】DX講演会 教育に生成AI 1129
IbC7f2ZL6sWnaFvCBbfltA==,2023-03-09 00:00:00,DX講演会,アフターデジタル時代のUX経営
IbC7f2ZL6sWnaFvCBbfltA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】DX概論
IbC7f2ZL6sWnaFvCBbfltA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
IbC7f2ZL6sWnaFvCBbfltA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】コンプライアンス・セキュリティ
IbC7f2ZL6sWnaFvCBbfltA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】ディスラプター事例
IbC7f2ZL6sWnaFvCBbfltA==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例①
IbC7f2ZL6sWnaFvCBbfltA==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例②
IbC7f2ZL6sWnaFvCBbfltA==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF事例① コアとなっている技術や思想とサービス紹介
IbC7f2ZL6sWnaFvCBbfltA==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例① インフルエンサーマーケティング
IbC7f2ZL6sWnaFvCBbfltA==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例① インフルエンサーマーケティング
IbC7f2ZL6sWnaFvCBbfltA==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例② CDP
IbiIEFDBs9JTqZHUXddSdw==,2022-08-01 00:00:00,データ利活用_基礎,社内実例で学ぶセグメント＆スコアリング基礎
IbiIEFDBs9JTqZHUXddSdw==,2022-08-04 00:00:00,プロダクト開発_基礎,UI基礎〈8月）
IbiIEFDBs9JTqZHUXddSdw==,2022-08-25 00:00:00,プロダクト開発_基礎,UX基礎〈8月）
IbiIEFDBs9JTqZHUXddSdw==,2022-08-26 00:00:00,データ利活用_実践,知り得！データ利活用実践
IbiIEFDBs9JTqZHUXddSdw==,2022-09-08 00:00:00,デジタルマーケティング_基礎,インサイトフル導入研修
Id5qfnKTheChZke-pwc9bA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF基礎
Id5qfnKTheChZke-pwc9bA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】DX概論
Id5qfnKTheChZke-pwc9bA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
Id5qfnKTheChZke-pwc9bA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】コンプライアンス・セキュリティ
Id5qfnKTheChZke-pwc9bA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】ディスラプター事例
Id5qfnKTheChZke-pwc9bA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】ディスラプター基礎
Id5qfnKTheChZke-pwc9bA==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例①
Id5qfnKTheChZke-pwc9bA==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例②
Id5qfnKTheChZke-pwc9bA==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例③
Id5qfnKTheChZke-pwc9bA==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり概論 UX概論 UIUX実践例・工夫例
Id5qfnKTheChZke-pwc9bA==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF事例① コアとなっている技術や思想とサービス紹介
Id5qfnKTheChZke-pwc9bA==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例① インフルエンサーマーケティング
Id5qfnKTheChZke-pwc9bA==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例① インフルエンサーマーケティング
Id5qfnKTheChZke-pwc9bA==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例② CDP
Id5qfnKTheChZke-pwc9bA==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF事例②
Id5qfnKTheChZke-pwc9bA==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例①
Id5qfnKTheChZke-pwc9bA==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例②
Id5qfnKTheChZke-pwc9bA==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例③
Id5qfnKTheChZke-pwc9bA==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例④
IeULGwBxik4owXo2uNq-OQ==,2023-01-19 00:00:00,DX講演会,「デジタル革命の先にある新しい社会」
IeULGwBxik4owXo2uNq-OQ==,2023-01-26 00:00:00,DX講演会,コミュニケーション学 「ツッコミ講座」
IeULGwBxik4owXo2uNq-OQ==,2023-03-09 00:00:00,DX講演会,アフターデジタル時代のUX経営
IeULGwBxik4owXo2uNq-OQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】コンプライアンス・セキュリティ
IeULGwBxik4owXo2uNq-OQ==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例① インフルエンサーマーケティング
IeULGwBxik4owXo2uNq-OQ==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例① インフルエンサーマーケティング
IeULGwBxik4owXo2uNq-OQ==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例② CDP
IeULGwBxik4owXo2uNq-OQ==,2024-11-29 00:00:00,DX講演会,【LB00-02】DX講演会 教育に生成AI 1129
If2fJJRABMosAYKBQjuq5Q==,2023-01-26 00:00:00,DX講演会,コミュニケーション学 「ツッコミ講座」
If2fJJRABMosAYKBQjuq5Q==,2023-08-08 00:00:00,プロダクト開発_基礎,UI基礎②
If2fJJRABMosAYKBQjuq5Q==,2024-07-11 00:00:00,データ利活用_実践,【DP05】効果検証研修
If2fJJRABMosAYKBQjuq5Q==,2024-08-01 00:00:00,データ利活用_基礎,【DB07】統計基礎研修　
If6xLy9HUiRwEUS4v3oU1A==,2024-07-11 00:00:00,データ利活用_実践,【DP05】効果検証研修
If6xLy9HUiRwEUS4v3oU1A==,2024-09-20 00:00:00,データ利活用_基礎,【DB06】顧客データ管理・活用0920
IprjWDEtwi0m0ycr9inaRA==,2022-08-01 00:00:00,データ利活用_基礎,社内実例で学ぶセグメント＆スコアリング基礎
IprjWDEtwi0m0ycr9inaRA==,2022-09-09 00:00:00,データ利活用_実践,効果検証実践
IprjWDEtwi0m0ycr9inaRA==,2023-01-26 00:00:00,DX講演会,コミュニケーション学 「ツッコミ講座」
IprjWDEtwi0m0ycr9inaRA==,2023-03-09 00:00:00,DX講演会,アフターデジタル時代のUX経営
IprjWDEtwi0m0ycr9inaRA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF基礎
IprjWDEtwi0m0ycr9inaRA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】DX概論
IprjWDEtwi0m0ycr9inaRA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
IprjWDEtwi0m0ycr9inaRA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】コンプライアンス・セキュリティ
IprjWDEtwi0m0ycr9inaRA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】ディスラプター基礎
IprjWDEtwi0m0ycr9inaRA==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり概論 UX概論 UIUX実践例・工夫例
IprjWDEtwi0m0ycr9inaRA==,2023-09-28 00:00:00,DX講演会,先生DX講演会
IprjWDEtwi0m0ycr9inaRA==,2023-12-11 00:00:00,DX講演会,IT３社講演会「生成AI」　
IprjWDEtwi0m0ycr9inaRA==,2024-08-30 00:00:00,プロダクト開発_基礎,"0830,0905【PB04】UX基礎②"
IprjWDEtwi0m0ycr9inaRA==,2024-09-16 00:00:00,データ利活用_基礎,"【LP04-1】AI UnivプロンプトE初級1009,16"
IprjWDEtwi0m0ycr9inaRA==,2024-10-04 00:00:00,データ利活用_実践,【DP16】データサイエンティスト解説AI開発1004
IrW0ozD9LonDhfUtahi_HA==,2022-08-26 00:00:00,データ利活用_実践,知り得！データ利活用実践
IrW0ozD9LonDhfUtahi_HA==,2023-03-09 00:00:00,DX講演会,アフターデジタル時代のUX経営
IrW0ozD9LonDhfUtahi_HA==,2024-11-29 00:00:00,DX講演会,【LB00-02】DX講演会 教育に生成AI 1129
IuuP7DgPrOkUcxmPoGUi-A==,2022-04-18 09:19:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
IuuP7DgPrOkUcxmPoGUi-A==,2022-04-18 10:10:08,リテラシー_DX基礎,【DX基礎研修】DX概論
IuuP7DgPrOkUcxmPoGUi-A==,2022-04-18 12:49:54,リテラシー_DX基礎,【DX基礎研修】ディスラプター①
IuuP7DgPrOkUcxmPoGUi-A==,2022-04-18 12:49:54,リテラシー_DX基礎,【DX基礎研修】ディスラプター①
IuuP7DgPrOkUcxmPoGUi-A==,2022-04-18 14:21:45,リテラシー_DX基礎,【DX基礎研修】ディスラプター②
IuuP7DgPrOkUcxmPoGUi-A==,2022-04-18 14:21:45,リテラシー_DX基礎,【DX基礎研修】ディスラプター②
IuuP7DgPrOkUcxmPoGUi-A==,2022-04-18 14:21:45,リテラシー_DX基礎,【DX基礎研修】ディスラプター②
IuuP7DgPrOkUcxmPoGUi-A==,2022-04-19 13:08:32,リテラシー_DX基礎,【DX基礎研修】社内事例④
IuuP7DgPrOkUcxmPoGUi-A==,2022-04-19 15:41:26,リテラシー_DX基礎,【DX基礎研修】社内事例⑥
IwtgUeXBhfXIWXjTIIWh6w==,2023-03-09 00:00:00,DX講演会,アフターデジタル時代のUX経営
IwtgUeXBhfXIWXjTIIWh6w==,2024-11-29 00:00:00,DX講演会,【LB00-02】DX講演会 教育に生成AI 1129
IyfRbgHcaXqYB-rgR34znw==,2023-01-19 00:00:00,DX講演会,「デジタル革命の先にある新しい社会」
IyfRbgHcaXqYB-rgR34znw==,2023-01-26 00:00:00,DX講演会,コミュニケーション学 「ツッコミ講座」
IyfRbgHcaXqYB-rgR34znw==,2023-03-09 00:00:00,DX講演会,アフターデジタル時代のUX経営
IyfRbgHcaXqYB-rgR34znw==,2024-11-29 00:00:00,DX講演会,【LB00-02】DX講演会 教育に生成AI 1129
J15V2V3qcjA2B4O5m99yDw==,2023-06-27 00:00:00,デジタルマーケティング_基礎,デジタルマーケティング基礎研修
J15V2V3qcjA2B4O5m99yDw==,2023-08-03 00:00:00,プロダクト開発_基礎,Webサイト基礎①
J15V2V3qcjA2B4O5m99yDw==,2023-08-30 00:00:00,プロダクト開発_基礎,アプリ開発基礎①
J15V2V3qcjA2B4O5m99yDw==,2023-09-29 00:00:00,データ利活用_実践,テキストマイニング演習
J15V2V3qcjA2B4O5m99yDw==,2024-11-29 00:00:00,DX講演会,【LB00-02】DX講演会 教育に生成AI 1129
J1FrSJKCYXeXUrhEy8lpxQ==,2022-12-06 00:00:00,デジタルマーケティング_基礎,UGC×SNSを活用したマーケティング研修〈12月）
J1FrSJKCYXeXUrhEy8lpxQ==,2022-12-21 00:00:00,デジタルマーケティング_基礎,動画×SNSを活用したマーケティング研修
J1FrSJKCYXeXUrhEy8lpxQ==,2023-01-26 00:00:00,DX講演会,コミュニケーション学 「ツッコミ講座」
J20y4S-YBg_DPfrdCq7FIg==,2022-12-21 00:00:00,デジタルマーケティング_基礎,動画×SNSを活用したマーケティング研修
J3iqxizJjZULTD6-IfZ7ug==,2022-09-09 00:00:00,データ利活用_実践,効果検証実践
J3iqxizJjZULTD6-IfZ7ug==,2023-12-11 00:00:00,DX講演会,IT３社講演会「生成AI」　
J4RL9zf87mgLz8VCo8_ulg==,2022-08-04 00:00:00,プロダクト開発_基礎,UI基礎〈8月）
J4RL9zf87mgLz8VCo8_ulg==,2022-08-18 00:00:00,プロダクト開発_基礎,Webサイト基礎　～はじめてのWebサイト～〈8月）
J4RL9zf87mgLz8VCo8_ulg==,2023-01-19 00:00:00,DX講演会,「デジタル革命の先にある新しい社会」
J4RL9zf87mgLz8VCo8_ulg==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF基礎
J4RL9zf87mgLz8VCo8_ulg==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】DX概論
J4RL9zf87mgLz8VCo8_ulg==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例①
J4RL9zf87mgLz8VCo8_ulg==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例②
J4RL9zf87mgLz8VCo8_ulg==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例① インフルエンサーマーケティング
J4RL9zf87mgLz8VCo8_ulg==,2023-04-19 00:00:00,リテラシー_DX基礎,【DX基礎研修】デジタルマーケ事例② CDP
J4RL9zf87mgLz8VCo8_ulg==,2023-04-20 00:00:00,リテラシー_DX基礎,【DX基礎研修】社内事例①
J7-byBmV7qzE2IYA06OHbw==,2024-08-01 00:00:00,データ利活用_基礎,【DB07】統計基礎研修　
J7-byBmV7qzE2IYA06OHbw==,2024-08-02 00:00:00,プロダクト開発_基礎,"0802,0808【PB03】　UI基礎②　"
J7-byBmV7qzE2IYA06OHbw==,2024-11-29 00:00:00,DX講演会,【LB00-02】DX講演会 教育に生成AI 1129
J7cPoXAe_a_MMfzc0Em5zQ==,2023-12-11 00:00:00,DX講演会,IT３社講演会「生成AI」　
J7cPoXAe_a_MMfzc0Em5zQ==,2024-04-15 00:00:00,リテラシー_DX基礎,【DX基礎研修】DX概論
J7cPoXAe_a_MMfzc0Em5zQ==,2024-04-15 00:00:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
J9kdZYsAnJvlEFA2NO14xQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF基礎
J9kdZYsAnJvlEFA2NO14xQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
J9kdZYsAnJvlEFA2NO14xQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】ディスラプター事例
J9kdZYsAnJvlEFA2NO14xQ==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり事例③
J9kdZYsAnJvlEFA2NO14xQ==,2023-09-12 00:00:00,プロダクト開発_基礎,アプリ開発基礎②
J9kdZYsAnJvlEFA2NO14xQ==,2024-09-25 00:00:00,DX講演会,【LB00-1】講演会AI0925
J9kdZYsAnJvlEFA2NO14xQ==,2024-11-29 00:00:00,DX講演会,【LB00-02】DX講演会 教育に生成AI 1129
JAlQx_u3H9yQoTEacGlRZA==,2023-08-09 00:00:00,データ利活用_実践,事業データと活用研修
JAlQx_u3H9yQoTEacGlRZA==,2023-09-27 00:00:00,データ利活用_実践,データ連携を知る
JAlQx_u3H9yQoTEacGlRZA==,2023-10-19 00:00:00,システム開発_実践,過去事例から学ぶ開発トラブル予防
JAm0vbonpkaSK_yiq10dNg==,2023-09-28 00:00:00,DX講演会,先生DX講演会
JFIICOVdZCBGJS33suavvw==,2022-04-18 09:19:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
JFIICOVdZCBGJS33suavvw==,2022-04-18 10:10:08,リテラシー_DX基礎,【DX基礎研修】DX概論
JFIICOVdZCBGJS33suavvw==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
JIe7MuzLRrBdQE6FfloIOw==,2022-12-06 00:00:00,デジタルマーケティング_基礎,UGC×SNSを活用したマーケティング研修〈12月）
JIe7MuzLRrBdQE6FfloIOw==,2023-09-28 00:00:00,DX講演会,先生DX講演会
JKIIl8JhK7DwTf2GIolbcQ==,2023-01-19 00:00:00,DX講演会,「デジタル革命の先にある新しい社会」
JKIIl8JhK7DwTf2GIolbcQ==,2023-01-26 00:00:00,DX講演会,コミュニケーション学 「ツッコミ講座」
JKIIl8JhK7DwTf2GIolbcQ==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】コンプライアンス・セキュリティ
JKIIl8JhK7DwTf2GIolbcQ==,2023-04-18 00:00:00,リテラシー_DX基礎,【DX基礎研修】ものづくり概論 UX概論 UIUX実践例・工夫例
JKIIl8JhK7DwTf2GIolbcQ==,2023-12-11 00:00:00,DX講演会,IT３社講演会「生成AI」　
JMLm0dMbEoKbQ8BU18UkuA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】DIF基礎
JMLm0dMbEoKbQ8BU18UkuA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】DX概論
JMLm0dMbEoKbQ8BU18UkuA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】イントロダクション
JMLm0dMbEoKbQ8BU18UkuA==,2023-04-17 00:00:00,リテラシー_DX基礎,【DX基礎研修】コンプライアンス・セキュリティ
